"","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","wildernessArea","soilType"
"12707",3327,194,21,60,8,1064,211,252,165,1230,2,24
"12708",3363,321,10,573,92,1358,193,230,176,1173,3,38
"12709",3395,102,8,892,189,731,234,230,128,150,2,38
"12710",3363,359,10,379,101,3450,205,221,154,3306,3,32
"12711",3485,324,10,150,38,1616,194,229,175,1994,2,40
"12712",3394,28,14,552,155,3159,214,209,128,2102,3,39
"12713",3351,132,23,90,-8,2477,250,221,86,391,3,39
"12714",3437,39,19,95,-7,3226,217,194,105,2359,1,35
"12715",3137,86,26,60,-1,1300,247,186,52,815,3,22
"12716",3270,337,16,228,45,1879,182,215,171,426,3,39
"12717",3433,135,15,1100,84,3422,242,233,116,871,3,36
"12718",3212,96,14,324,76,741,241,219,105,811,3,31
"12719",3447,331,5,912,108,1516,208,234,164,1584,3,40
"12720",3349,75,13,95,0,2804,235,216,110,1725,3,38
"12721",3391,175,10,1008,152,2919,226,246,151,1723,3,38
"12722",3351,122,25,495,118,1784,253,211,70,1756,1,39
"12723",3340,45,5,0,0,1498,222,228,142,1687,2,38
"12724",3416,71,25,85,19,1789,238,183,62,1924,2,39
"12725",3376,78,42,127,61,2044,233,129,0,872,3,39
"12726",3385,302,12,560,46,1476,186,234,189,992,3,39
"12727",3336,57,10,402,112,3034,227,219,125,3290,3,32
"12728",3374,143,21,60,11,4173,245,230,104,3799,3,33
"12729",3849,349,11,960,73,4562,200,222,160,2613,3,40
"12730",3361,181,14,1036,122,2732,224,248,154,1953,3,38
"12731",3251,13,16,859,117,2255,203,205,136,2220,3,40
"12732",3374,21,10,30,5,4613,214,219,141,4521,3,35
"12733",3504,331,15,228,10,1653,184,221,176,2067,2,40
"12734",3237,338,8,120,-5,3398,204,229,165,3648,1,38
"12735",3273,211,23,67,13,2440,195,254,185,577,3,39
"12736",3426,193,16,558,114,4227,216,251,164,2932,3,33
"12737",3709,4,15,1024,300,5026,199,209,146,3199,3,40
"12738",3399,161,11,421,2,2300,232,243,141,376,3,40
"12739",3380,190,15,212,78,2086,219,250,161,765,3,38
"12740",3409,321,14,484,55,1768,184,226,182,595,3,39
"12741",3427,142,13,108,-6,3108,239,236,124,1006,3,35
"12742",3276,28,26,175,48,1705,200,173,97,618,3,39
"12743",3361,72,5,484,39,1024,226,230,138,2467,3,32
"12744",3422,100,25,228,82,1486,251,198,59,1543,2,39
"12745",3373,355,10,685,34,1315,204,222,157,1465,3,38
"12746",3366,13,12,42,7,5102,208,215,142,3601,3,38
"12747",3278,5,10,42,4,2166,207,220,150,2783,1,39
"12748",3361,346,7,390,106,3383,207,229,161,3296,3,32
"12749",3465,6,12,509,208,1150,205,217,148,1632,2,40
"12750",3311,236,7,95,0,1221,208,246,176,1578,3,38
"12751",3388,37,9,175,11,3350,220,220,135,2263,1,35
"12752",3349,96,15,150,-23,2143,243,217,100,3313,1,38
"12753",3430,60,26,95,33,2484,230,175,62,3667,1,39
"12754",3377,170,7,67,7,4365,225,243,152,4186,3,23
"12755",3376,36,10,607,137,3060,219,218,133,2400,3,32
"12756",3408,343,15,242,41,5280,188,216,166,3512,3,38
"12757",3345,62,24,247,23,3216,232,183,70,1853,1,29
"12758",3333,127,17,300,98,3092,245,227,105,3185,3,39
"12759",3779,12,17,1062,370,4854,201,204,137,2971,3,40
"12760",3359,61,5,457,37,1027,224,229,141,2496,3,32
"12761",3362,144,6,30,-3,2846,229,239,143,655,3,38
"12762",3506,251,14,376,59,1371,187,249,199,1819,2,40
"12763",3358,204,10,0,0,2592,215,249,169,497,3,35
"12764",3399,113,27,42,15,1645,254,201,57,1747,2,39
"12765",3277,31,11,150,0,3320,217,216,133,2696,3,39
"12766",3320,312,6,0,0,2063,204,236,170,967,3,39
"12767",3384,103,4,162,-3,2185,227,234,141,3445,1,38
"12768",3337,100,26,524,171,1703,252,195,54,1687,1,39
"12769",3311,130,15,301,78,2120,243,231,113,1298,1,39
"12770",3411,3,18,553,214,4240,192,202,144,3675,3,39
"12771",3382,58,4,600,53,1650,223,230,143,2391,3,38
"12772",3201,67,21,30,10,1533,236,194,81,769,3,39
"12773",3385,333,8,931,114,1253,201,229,168,1873,3,38
"12774",3332,252,9,108,7,4591,200,247,185,3408,3,35
"12775",3402,296,13,525,97,1507,182,235,193,872,3,39
"12776",3352,140,19,124,-7,2440,244,231,108,350,3,39
"12777",3350,204,23,175,66,2167,201,253,177,807,3,39
"12778",3229,126,16,295,84,2465,245,227,105,3197,3,39
"12779",3266,51,13,175,-36,1762,226,211,117,1019,3,39
"12780",3361,81,6,30,-4,4459,228,230,136,4189,3,23
"12781",3241,299,20,212,39,4294,161,229,206,1421,1,38
"12782",3325,212,8,459,30,1065,214,247,170,1325,3,32
"12783",3317,65,11,240,27,3279,230,218,119,1852,1,29
"12784",3266,67,14,67,1,2300,233,211,107,2805,1,39
"12785",3373,210,13,67,1,4291,210,252,175,3471,3,33
"12786",3417,347,20,30,13,1842,179,205,161,2028,2,39
"12787",3354,89,17,510,197,1328,244,210,89,997,3,39
"12788",3237,21,8,108,0,3070,215,223,145,2754,3,39
"12789",3376,343,32,127,65,3531,139,173,161,2324,3,40
"12790",3326,116,26,42,18,1968,254,204,61,841,3,40
"12791",3502,354,15,408,218,1239,193,212,156,1727,2,40
"12792",3342,74,32,120,89,4080,239,164,31,4112,1,39
"12793",3321,80,23,418,92,607,243,192,66,765,2,24
"12794",3460,342,35,335,176,1189,128,166,163,1652,2,39
"12795",3399,315,15,499,90,1492,179,227,187,875,3,39
"12796",3159,143,14,90,8,2491,239,236,124,2888,1,29
"12797",3255,203,2,85,-1,3566,218,240,159,3824,1,38
"12798",3318,106,35,42,17,2505,253,175,0,446,3,35
"12799",3345,329,12,255,3,5101,191,225,174,3331,3,38
"12800",3379,13,4,0,0,2631,215,231,152,1328,3,39
"12801",3812,17,13,1047,403,4602,209,213,139,2694,3,40
"12802",3381,354,2,190,26,3455,215,235,157,2230,1,35
"12803",3446,11,17,532,98,4109,200,203,137,3439,3,39
"12804",3336,27,6,30,1,2249,217,226,145,1131,3,39
"12805",3373,81,9,335,41,2563,232,225,125,1563,3,38
"12806",3294,198,28,67,10,2143,198,250,169,819,3,39
"12807",3384,204,6,90,-5,2871,217,246,165,481,3,38
"12808",3420,136,15,342,182,3743,242,233,115,3301,3,39
"12809",3785,321,13,907,339,5057,186,227,180,3150,3,40
"12810",3392,159,26,85,9,2672,236,234,110,573,3,39
"12811",3412,188,2,162,7,2955,219,240,157,854,3,35
"12812",3371,98,5,30,2,4548,228,233,138,4481,3,40
"12813",3422,139,9,134,0,3007,234,237,134,908,3,35
"12814",3453,145,32,268,18,2550,245,216,74,1020,3,40
"12815",3578,65,4,313,131,1667,223,231,143,1482,2,40
"12816",3258,158,15,212,34,3204,235,241,133,2102,1,29
"12817",3389,282,13,424,85,3613,182,240,198,1637,3,38
"12818",3404,197,7,124,11,2860,218,246,163,457,3,38
"12819",3401,180,8,999,162,2991,223,245,156,1657,3,38
"12820",3342,341,9,540,31,830,202,228,164,1604,3,32
"12821",3385,45,4,541,57,1620,221,231,146,2325,3,32
"12822",3286,317,17,591,181,3561,172,222,189,3578,3,40
"12823",3235,273,23,124,23,3920,153,239,222,1430,1,29
"12824",3249,76,18,300,62,824,239,204,89,934,3,39
"12825",3293,291,8,153,9,4933,197,239,181,3099,3,38
"12826",3310,207,11,630,83,4191,213,250,171,2023,1,23
"12827",3338,326,3,541,43,891,211,235,163,1515,3,32
"12828",3341,339,11,170,0,5040,197,225,166,3392,3,38
"12829",3851,352,13,914,75,4502,198,218,158,2555,3,40
"12830",3238,8,12,997,221,2123,206,216,147,2190,3,38
"12831",3410,113,6,691,177,2024,231,234,136,1704,1,35
"12832",3227,90,7,0,0,3005,231,229,132,2859,3,33
"12833",3210,169,20,0,0,2584,231,244,136,2761,1,29
"12834",3417,227,8,30,2,4142,209,248,175,3713,3,35
"12835",3194,14,26,120,10,1622,186,176,117,511,3,39
"12836",3434,348,10,541,95,1600,201,224,161,1368,3,38
"12837",3380,128,30,153,62,2065,252,205,56,778,3,40
"12838",3430,356,14,721,91,1516,197,215,155,1514,3,38
"12839",3386,50,7,120,8,2589,224,225,136,2379,1,39
"12840",3397,187,15,671,135,4308,220,250,158,2669,3,38
"12841",3425,38,16,765,76,3420,218,204,117,1583,3,39
"12842",3355,284,2,351,33,849,214,239,163,2010,3,32
"12843",3332,24,18,366,93,3369,207,199,123,2121,3,39
"12844",3440,314,24,30,11,1605,150,213,200,1922,2,39
"12845",3480,13,12,488,220,1201,208,216,143,1717,2,40
"12846",3358,346,12,408,103,3436,197,221,162,3331,3,32
"12847",3295,57,7,0,0,3402,225,226,136,2532,3,23
"12848",3492,108,16,547,0,1170,246,220,98,661,2,40
"12849",3265,42,13,420,269,840,222,212,123,2156,1,39
"12850",3443,172,12,488,98,4138,228,246,148,3150,3,40
"12851",3482,15,9,552,219,1236,212,221,146,1727,2,40
"12852",3328,183,5,570,111,939,221,243,157,1095,3,32
"12853",3351,68,4,510,40,883,224,231,142,2520,3,31
"12854",3441,279,15,124,22,5245,179,241,201,3960,3,38
"12855",2954,159,26,671,288,2343,236,234,110,1785,3,4
"12856",3254,131,17,85,21,3853,246,228,104,4034,1,39
"12857",3450,88,13,0,0,3058,239,219,109,2516,1,37
"12858",3290,36,8,85,1,4024,220,222,138,3845,1,38
"12859",3243,20,6,42,2,3171,216,227,148,2814,3,39
"12860",3396,157,22,242,19,1832,238,236,116,3109,1,40
"12861",3786,320,13,865,340,5085,187,228,181,3170,3,40
"12862",3382,84,7,309,27,3404,231,227,129,2118,1,35
"12863",3248,23,16,872,116,2239,208,203,128,2220,3,40
"12864",3383,159,23,150,1,2922,237,237,117,832,3,35
"12865",3410,133,10,301,210,2659,237,235,128,547,3,32
"12866",3434,103,10,212,-26,1177,237,227,120,927,2,38
"12867",3410,10,4,277,71,1677,215,231,153,1131,3,38
"12868",3221,66,24,67,23,3870,235,183,66,2952,1,39
"12869",3421,326,7,510,-23,4824,203,232,168,4188,3,38
"12870",3410,221,4,162,6,2984,215,244,166,882,3,35
"12871",3273,276,23,85,18,3931,153,238,221,1273,1,29
"12872",3224,150,5,30,-1,4034,227,240,147,2591,1,23
"12873",3408,315,7,335,35,2250,202,235,172,2630,3,38
"12874",3318,206,12,30,0,2643,212,251,172,540,3,38
"12875",3376,113,19,467,143,2030,249,218,90,1523,1,35
"12876",3479,338,15,488,140,1253,187,218,170,1642,2,40
"12877",3212,304,19,0,0,4040,165,227,201,1361,1,38
"12878",3394,89,10,0,0,2376,235,224,120,3558,1,38
"12879",3403,113,32,201,84,2131,254,187,33,780,3,40
"12880",3254,205,4,124,-2,3544,217,243,162,3865,1,38
"12881",3470,123,21,30,-3,1824,250,219,87,1860,2,39
"12882",3293,26,10,30,0,3827,215,218,138,2187,1,38
"12883",3269,46,20,792,184,1216,222,193,98,1833,3,40
"12884",3346,231,12,42,0,4470,201,251,186,3460,3,35
"12885",3239,359,14,990,222,2069,198,213,152,2213,3,24
"12886",3187,157,19,42,-12,2568,237,239,124,2794,1,29
"12887",3346,247,6,450,35,900,207,245,176,1595,3,32
"12888",3255,8,12,1077,238,2195,206,217,147,2106,3,38
"12889",3269,13,8,0,0,2218,212,223,148,2792,1,38
"12890",3398,106,17,847,35,765,247,216,92,240,2,38
"12891",3322,82,13,162,2,2739,237,218,109,1677,3,38
"12892",3286,61,2,30,0,4090,221,234,149,3729,1,38
"12893",3319,108,21,30,11,1987,251,210,77,865,3,39
"12894",3393,305,14,503,54,1513,181,232,191,997,3,38
"12895",3331,78,19,595,165,1638,240,203,85,1650,1,39
"12896",3290,6,20,382,137,3900,191,197,139,3661,3,40
"12897",3230,50,27,624,23,895,220,172,70,1974,1,39
"12898",3787,351,12,984,341,4970,198,219,159,3074,3,40
"12899",3387,83,13,242,38,2699,238,216,106,1612,3,38
"12900",3373,188,13,1006,134,2801,221,249,159,1884,3,38
"12901",3352,353,20,924,149,2087,182,202,155,553,3,40
"12902",3211,289,10,60,9,4188,192,239,187,1510,1,23
"12903",3416,135,9,85,-3,2708,234,237,134,1201,3,39
"12904",3326,331,6,30,6,2060,206,233,165,1008,3,39
"12905",3341,103,11,300,18,2598,238,226,118,2527,1,39
"12906",3392,87,9,242,43,2769,234,224,121,1528,3,38
"12907",3325,186,31,85,23,2079,207,243,147,886,3,39
"12908",3375,142,27,430,142,2139,247,222,85,1365,1,39
"12909",3377,41,9,256,0,4341,221,220,133,3911,1,40
"12910",3298,21,20,255,15,2147,203,193,121,466,3,39
"12911",3256,118,23,60,18,4025,252,213,76,3404,3,33
"12912",3463,57,13,693,114,3504,228,213,116,1332,3,37
"12913",3405,102,11,446,42,738,239,225,116,626,2,40
"12914",3463,299,17,1168,334,4180,170,231,200,2688,3,40
"12915",3391,326,5,458,52,1506,207,234,166,1100,3,38
"12916",3688,8,13,1230,333,5191,204,213,145,3585,3,40
"12917",3373,164,7,1099,171,2848,227,242,149,1565,3,38
"12918",3245,149,11,30,-8,2227,235,239,134,711,3,22
"12919",3377,297,8,95,9,4222,198,238,179,4184,1,39
"12920",3359,44,19,67,4,3589,221,195,101,2496,1,37
"12921",3254,10,10,510,62,904,209,220,148,2089,1,39
"12922",3219,290,22,277,43,4123,152,230,216,2219,3,39
"12923",3491,154,19,234,84,4024,239,238,122,4096,3,40
"12924",3389,274,13,446,91,3599,184,243,198,1617,3,38
"12925",3326,350,19,513,123,2190,181,204,158,926,3,39
"12926",3700,23,7,1155,291,5143,216,225,145,3388,3,40
"12927",3294,97,8,0,0,1075,233,229,129,1355,2,38
"12928",3371,152,29,190,52,934,241,226,93,1110,2,24
"12929",3255,66,14,268,-18,1718,233,211,108,1106,3,39
"12930",3401,352,13,981,151,1237,196,217,158,1865,3,38
"12931",3290,302,9,95,6,4873,196,236,180,3105,3,38
"12932",3374,188,12,604,112,4403,221,249,160,2609,3,38
"12933",3413,308,12,467,44,1914,188,232,185,604,3,38
"12934",3410,92,5,731,131,1978,229,231,137,1753,1,35
"12935",3402,321,16,492,66,1616,176,222,185,702,3,39
"12936",3340,350,14,234,68,3209,193,215,160,2315,3,24
"12937",3356,178,23,95,17,1931,223,246,143,932,3,39
"12938",3381,174,7,85,-9,4336,225,244,153,4159,3,23
"12939",3406,332,5,300,67,1655,209,234,163,1082,3,38
"12940",3267,210,30,108,26,2270,183,251,187,702,3,39
"12941",2874,166,28,525,208,2205,230,236,117,1934,3,4
"12942",3298,123,27,319,65,1989,253,209,65,1476,1,39
"12943",3356,270,1,342,22,900,216,238,160,2101,3,32
"12944",3303,122,12,0,0,1860,240,230,118,850,3,39
"12945",3244,11,16,990,118,2187,201,205,139,2170,3,38
"12946",3466,69,12,641,117,3427,233,215,113,1290,3,37
"12947",3503,291,15,408,56,1312,175,236,200,1761,2,39
"12948",3217,83,20,67,17,1826,244,200,77,277,3,35
"12949",3399,94,14,60,-5,2845,241,218,103,742,3,35
"12950",3345,84,17,228,25,2670,242,209,92,1634,3,38
"12951",3448,48,22,408,99,3104,222,186,87,1307,3,37
"12952",3244,41,26,108,17,4179,213,175,83,2577,1,39
"12953",3401,213,8,782,195,1513,213,248,171,1681,3,38
"12954",3410,18,4,430,38,819,217,231,152,812,2,40
"12955",3390,95,19,360,4,2014,247,208,82,3293,1,40
"12956",3388,342,14,759,49,1329,189,217,166,1601,3,38
"12957",3321,215,11,661,94,4140,209,251,176,2034,1,23
"12958",3398,121,12,85,-5,2678,241,230,116,1260,3,39
"12959",3327,64,11,60,-4,2845,230,217,118,1794,3,38
"12960",3285,2,18,553,61,2804,192,202,145,3409,3,32
"12961",3371,45,7,30,2,4577,222,225,138,4508,3,40
"12962",3361,85,20,150,26,2457,244,202,78,2089,3,39
"12963",3170,133,15,85,-29,2481,243,231,112,2884,1,29
"12964",3486,304,10,234,34,5303,192,235,183,4201,3,38
"12965",3431,138,15,150,-8,3030,242,233,117,934,3,35
"12966",3436,20,10,300,97,1758,213,218,141,1167,3,40
"12967",3252,68,9,120,9,3522,230,221,124,3613,1,38
"12968",3241,95,19,234,54,888,247,208,82,912,3,39
"12969",3401,141,20,295,51,4211,245,230,104,3293,3,33
"12970",3429,100,14,696,272,1642,243,219,102,912,3,40
"12971",3355,123,20,60,-4,2514,249,221,91,433,3,39
"12972",3298,15,11,85,2,2122,210,217,143,2833,1,39
"12973",3286,66,10,426,122,2687,230,219,121,3254,3,32
"12974",3282,55,11,446,118,2672,227,215,120,3282,3,32
"12975",3220,85,17,277,61,816,242,209,90,842,3,39
"12976",3326,212,13,691,99,4147,208,252,177,2010,1,23
"12977",3429,131,14,42,-4,3173,242,232,117,1071,3,35
"12978",3425,104,20,966,215,902,249,210,80,212,2,38
"12979",3384,57,27,240,184,2630,227,171,60,480,3,39
"12980",3552,23,5,192,59,1558,217,228,148,1188,2,40
"12981",3404,189,6,888,198,1377,220,244,159,1806,3,38
"12982",3424,120,8,541,-68,964,234,234,131,592,2,38
"12983",3354,167,19,175,35,937,232,243,135,1142,2,24
"12984",3392,174,9,1130,190,3187,226,245,152,1116,3,38
"12985",3394,163,19,787,115,4338,234,242,130,2309,3,40
"12986",3225,45,2,30,0,2012,219,235,152,150,3,35
"12987",3445,358,13,362,97,3952,199,215,153,3309,3,39
"12988",3261,4,9,285,34,4370,208,222,151,2368,1,38
"12989",3402,95,21,390,19,2055,248,203,72,3333,1,40
"12990",3467,316,19,134,20,1537,168,221,192,1902,2,40
"12991",3236,298,19,216,53,4319,162,229,206,1443,1,38
"12992",3345,174,20,67,6,1952,227,246,141,949,3,39
"12993",3334,259,2,690,39,845,213,240,165,1150,3,32
"12994",3361,124,14,30,3,4383,243,229,111,4094,3,23
"12995",3521,19,11,331,28,1396,212,217,141,957,2,40
"12996",3386,42,27,268,46,3163,213,169,75,1873,1,39
"12997",3386,27,2,162,8,2527,218,234,153,2444,1,40
"12998",3385,85,47,313,154,2421,232,114,0,579,3,39
"12999",3353,68,10,0,0,1581,231,220,121,1753,2,38
"13000",3364,103,16,67,8,4291,245,219,99,3960,3,33
"13001",3253,21,11,67,2,3254,213,217,140,2796,3,39
"13002",3386,155,19,255,36,4239,239,238,120,3313,3,33
"13003",3424,100,22,212,38,2624,250,203,70,1937,3,39
"13004",3503,16,14,691,155,4354,207,209,137,3458,3,39
"13005",3491,358,9,516,210,1260,207,224,155,1784,2,40
"13006",3320,81,10,342,59,962,233,223,121,1201,3,39
"13007",3437,96,22,255,51,2614,249,202,70,1900,3,39
"13008",3327,55,23,0,0,2557,227,184,78,558,3,35
"13009",3388,38,19,553,39,3462,216,194,106,1604,3,39
"13010",3252,320,15,150,16,2017,181,225,183,324,3,35
"13011",3419,191,10,323,80,1860,220,248,161,752,3,38
"13012",3253,54,7,258,26,4317,224,225,136,2336,1,38
"13013",3368,289,16,30,18,4307,173,236,202,4158,1,40
"13014",3258,94,30,42,12,2173,251,181,37,153,3,39
"13015",3194,92,20,201,25,1300,247,204,77,1269,1,30
"13016",3397,33,16,607,158,3062,215,202,118,2220,3,39
"13017",3396,154,11,454,32,2290,234,241,137,417,3,40
"13018",3382,159,25,350,225,1500,237,236,114,722,3,39
"13019",3366,325,4,150,12,1485,210,235,163,934,3,38
"13020",3275,227,15,365,48,4049,197,253,190,2297,1,23
"13021",3264,137,10,283,45,2773,236,236,131,2529,1,29
"13022",3290,313,19,60,23,3933,167,223,194,3972,1,38
"13023",2898,166,26,552,232,2279,231,238,121,1905,3,4
"13024",3396,173,9,1082,157,2984,226,245,151,1570,3,38
"13025",3581,356,6,408,88,1812,210,229,157,1590,2,40
"13026",3318,340,13,30,9,4319,191,220,168,3997,1,38
"13027",3431,108,14,342,34,2239,243,223,106,3518,1,38
"13028",3365,233,2,30,0,2779,215,241,163,684,3,38
"13029",3412,76,7,834,-80,841,229,227,131,300,2,38
"13030",3265,72,18,361,78,785,238,203,90,992,3,39
"13031",3831,346,12,912,382,4867,196,220,163,2934,3,40
"13032",3429,328,16,1008,290,4239,178,219,180,2605,3,40
"13033",3386,315,11,433,53,1549,190,231,181,769,3,39
"13034",3464,94,22,342,67,2372,249,200,68,3623,1,40
"13035",3283,211,11,450,56,4154,212,250,173,2172,1,23
"13036",3296,209,34,108,42,2207,175,247,185,769,3,39
"13037",3416,108,17,134,10,2701,247,218,93,1964,3,40
"13038",3456,119,6,892,223,2284,230,235,138,1465,1,35
"13039",3355,198,26,124,38,2016,202,251,170,876,3,39
"13040",3803,359,14,997,357,4876,198,213,152,2969,3,40
"13041",3255,164,3,150,0,3485,223,240,153,3893,1,38
"13042",3336,63,1,570,41,916,220,236,153,1430,3,32
"13043",3829,350,15,977,380,4809,192,214,159,2885,3,40
"13044",3568,352,7,300,75,1745,208,229,158,1471,2,40
"13045",3327,160,36,256,170,1413,231,221,88,757,3,39
"13046",3757,346,15,966,311,5158,190,215,163,3273,3,40
"13047",3274,89,14,120,9,3611,240,217,104,3570,1,38
"13048",3280,40,7,67,3,3827,221,224,139,3829,1,38
"13049",3370,82,10,268,38,2630,234,222,119,1624,3,38
"13050",3373,109,19,85,17,4280,249,215,87,3973,3,33
"13051",3353,116,18,228,72,792,248,220,95,1065,2,24
"13052",3390,201,8,1138,188,3104,217,247,165,1269,3,38
"13053",3301,331,23,300,73,1919,160,205,181,488,3,39
"13054",3357,140,14,218,41,3753,240,235,122,1997,3,38
"13055",3360,11,19,95,37,4097,196,198,134,3833,1,40
"13056",3423,183,12,450,106,2055,223,248,156,541,3,38
"13057",3521,57,32,272,124,2563,223,155,42,3864,1,40
"13058",3334,50,34,150,81,4079,213,146,42,4137,1,39
"13059",3293,334,19,283,51,2012,174,212,175,458,3,39
"13060",3389,342,9,959,139,1215,202,227,164,1894,3,38
"13061",3369,131,9,722,163,552,235,235,131,216,2,38
"13062",3259,0,11,492,52,934,203,219,153,2106,1,39
"13063",3641,15,10,1048,286,5129,211,219,144,3690,3,40
"13064",3391,198,15,631,129,4331,214,252,169,2686,3,38
"13065",3316,26,10,60,5,1976,215,218,138,990,3,39
"13066",3359,115,5,313,43,3664,229,235,140,2089,3,38
"13067",3412,0,4,691,173,3118,213,232,156,1920,3,39
"13068",3358,333,9,470,123,3207,200,229,168,3355,3,32
"13069",3367,338,19,391,25,5225,175,210,171,3271,3,38
"13070",3237,106,17,255,71,1423,247,217,93,1392,1,30
"13071",3754,310,12,864,308,5272,187,232,185,3368,3,40
"13072",3276,94,31,67,26,2210,250,177,32,708,3,39
"13073",3267,81,9,255,45,2768,232,225,125,2534,1,29
"13074",3404,77,12,175,26,2630,235,217,112,2334,1,39
"13075",3378,280,7,150,29,2664,202,241,178,2380,1,39
"13076",3302,45,6,0,0,4315,222,227,141,3874,1,38
"13077",3339,347,9,570,105,787,202,225,161,1638,3,32
"13078",3374,301,17,907,198,4562,170,230,200,2761,3,38
"13079",3236,216,11,150,17,3822,209,250,176,2722,1,23
"13080",3536,31,6,228,43,1477,219,228,145,1082,2,40
"13081",3278,123,13,295,96,2763,242,230,114,3116,3,39
"13082",3405,299,11,339,17,4920,190,236,186,3999,3,38
"13083",3380,72,3,553,46,1590,223,233,146,2372,3,32
"13084",3409,291,9,323,33,2803,194,239,184,2165,1,40
"13085",3308,91,13,67,5,3534,240,219,108,2558,3,23
"13086",3330,90,12,537,120,484,238,221,112,277,2,38
"13087",3373,295,17,30,9,5077,169,233,203,3721,3,38
"13088",3393,359,11,210,26,4459,204,220,154,3889,1,40
"13089",3320,175,8,510,94,993,225,245,153,1087,3,32
"13090",3341,101,15,120,22,2216,244,218,99,959,3,39
"13091",3452,350,5,755,113,1611,210,231,159,1477,3,40
"13092",3212,277,24,85,23,3963,149,236,223,1471,1,29
"13093",3305,116,14,150,-8,4109,244,226,107,2338,1,38
"13094",3180,83,9,30,1,2856,233,224,122,2534,1,29
"13095",3354,11,5,458,26,780,215,230,152,2131,3,32
"13096",3417,179,12,408,100,2047,225,247,153,582,3,38
"13097",3385,336,9,949,135,1205,199,227,167,1909,3,38
"13098",3280,340,15,525,167,3656,188,217,168,3603,3,40
"13099",3224,0,3,60,0,3160,215,234,156,2197,1,38
"13100",3373,128,23,242,92,830,250,220,85,1057,2,24
"13101",3350,348,15,30,4,1549,192,215,161,1746,2,38
"13102",3464,10,15,547,116,4164,202,208,141,3421,3,39
"13103",3234,115,24,255,65,1385,252,210,71,1358,1,30
"13104",3343,8,20,120,39,2443,193,196,137,541,3,39
"13105",3394,124,14,834,184,752,242,229,114,67,2,38
"13106",3260,79,15,309,-36,3170,239,211,98,2039,3,39
"13107",3434,319,17,577,96,1738,173,221,188,579,3,39
"13108",3815,13,13,1040,39,4540,207,213,142,2628,3,40
"13109",3291,83,15,350,91,859,240,212,97,1061,3,39
"13110",3270,126,10,212,37,1932,237,233,126,1487,1,23
"13111",3363,323,17,350,21,5222,174,220,185,3301,3,38
"13112",3351,42,13,577,2,3502,222,211,122,1756,3,39
"13113",3414,346,4,716,175,3089,212,233,159,1920,3,38
"13114",3261,73,24,153,40,2460,240,186,0,474,3,39
"13115",3296,155,11,365,78,3219,233,241,139,2084,1,29
"13116",3261,138,22,85,22,3185,247,227,97,2964,3,39
"13117",3318,56,10,42,0,1176,227,218,124,1351,2,38
"13118",3387,297,9,569,99,1482,195,237,182,960,3,39
"13119",3499,138,24,313,54,2539,248,224,90,960,3,40
"13120",3372,173,9,1153,170,2823,226,245,151,1653,3,38
"13121",3382,174,9,1132,180,2914,226,245,152,1524,3,38
"13122",3367,83,4,459,45,1172,225,233,143,2452,3,32
"13123",3448,267,15,108,27,5278,181,245,202,3991,3,38
"13124",3392,180,9,1124,190,3199,224,246,155,1087,3,38
"13125",3266,129,10,60,-6,3979,236,234,128,2073,1,38
"13126",3317,92,17,95,14,3558,244,211,90,2577,3,23
"13127",3304,173,13,1082,136,2466,228,246,148,2021,3,31
"13128",3339,241,6,454,44,937,208,245,175,1535,3,32
"13129",3706,283,3,1024,260,5444,211,239,167,3634,3,40
"13130",3372,102,8,677,133,3001,234,230,128,2461,3,32
"13131",3356,30,18,446,117,3346,212,197,116,2028,3,39
"13132",3356,28,8,42,0,4478,217,223,141,4164,3,23
"13133",3358,65,37,212,158,2621,226,141,14,451,3,39
"13134",3245,169,2,258,18,4264,221,240,155,2308,1,38
"13135",3408,254,16,1294,325,3820,183,249,203,2659,3,27
"13136",3368,338,15,127,12,5130,186,217,170,3510,3,38
"13137",3271,126,10,60,-7,3967,237,233,126,2099,1,38
"13138",3361,70,10,67,-5,4586,231,220,120,4415,3,23
"13139",3401,175,9,124,4,2536,225,245,153,295,3,38
"13140",3368,60,14,30,-2,1639,230,211,110,1790,2,38
"13141",3236,46,16,212,33,1694,223,204,110,503,3,39
"13142",3381,77,16,633,102,1790,239,209,96,1800,1,39
"13143",3323,167,12,234,27,3957,230,244,144,2471,1,38
"13144",3401,68,13,150,23,2652,233,213,109,2313,1,39
"13145",3452,311,14,283,33,5139,180,229,188,4080,3,38
"13146",3292,75,18,42,-5,1813,239,202,87,891,3,39
"13147",3386,113,24,277,148,3987,253,207,67,3543,3,33
"13148",3400,259,8,671,207,4685,202,245,182,2801,3,38
"13149",3393,73,49,306,153,2305,218,99,0,659,3,39
"13150",3314,333,13,60,10,4282,190,223,172,3977,1,38
"13151",3775,315,8,860,329,5147,199,234,174,3236,3,40
"13152",3207,129,38,218,50,1176,249,187,27,953,3,39
"13153",3541,95,34,433,144,2513,250,168,17,3717,1,40
"13154",3348,90,32,234,98,2226,248,171,0,703,3,39
"13155",3709,0,2,1100,263,5311,216,234,156,3543,3,40
"13156",3351,2,17,60,15,3605,194,206,146,2346,1,37
